Name,,Open,Close,Change
UNH,7/17/2013,67.01,66.23,-1.16%
UNH,7/18/2013,69.35,70.55,1.73%
UNH,7/25/2013,72.08,72.62,0.75%
UNH,8/7/2013,73.18,72.92,-0.36%
UNH,8/9/2013,73.2,72.93,-0.37%
UNH,8/9/2013,73.2,72.93,-0.37%
UNH,8/12/2013,72.41,72.39,-0.03%
UNH,8/15/2013,71.99,71.4,-0.82%
UNH,8/20/2013,71.85,72.46,0.85%
UNH,8/31/2013,,,closed
UNH,9/10/2013,74.6,74.63,0.04%
UNH,9/18/2013,74.15,73.04,-1.50%
UNH,9/24/2013,72.18,72.32,0.19%
UNH,9/30/2013,71.29,71.61,0.45%
UNH,10/8/2013,72,71.48,-0.72%
UNH,10/9/2013,71.71,71.38,-0.46%
UNH,10/15/2013,74.51,73.87,-0.86%
UNH,10/15/2013,74.51,73.87,-0.86%
UNH,10/17/2013,71.77,71.37,-0.56%
UNH,11/1/2013,68.27,68.63,0.53%
UNH,11/7/2013,70.9,69.76,-1.61%
UNH,11/12/2013,70.47,69.95,-0.74%
UNH,11/21/2013,72.39,72.91,0.72%
UNH,12/11/2013,74.08,72.14,-2.62%
UNH,12/17/2013,71.22,70.73,-0.69%
UNH,12/23/2013,73.84,74.35,0.69%
UNH,1/2/2014,74.91,74.57,-0.45%
UNH,1/8/2014,76.33,75.62,-0.93%
UNH,1/15/2014,73.99,74.84,1.15%
UNH,4/1/2014,82.35,81.84,-0.62%
UNH,4/10/2014,81.42,79.99,-1.76%
UNH,4/16/2014,79.49,78.19,-1.64%
UNH,4/17/2014,75.44,75.78,0.45%
UNH,4/19/2014,,,closed
UNH,5/19/2014,76.42,77.2,1.02%
UNH,6/4/2014,79.73,80.51,0.98%
UNH,6/5/2014,80.48,79.8,-0.84%
UNH,6/9/2014,80.05,79.76,-0.36%
UNH,6/26/2014,82.48,82.29,-0.23%
UNH,7/2/2014,81.8,82.49,0.84%
UNH,7/9/2014,81.98,82.74,0.93%
UNH,7/11/2014,81.92,82.87,1.16%
UNH,7/15/2014,84.04,83.9,-0.17%
UNH,7/16/2014,84.07,83.76,-0.37%
UNH,7/17/2014,84.25,85.11,1.02%
UNH,7/21/2014,85.22,85.06,-0.19%
UNH,8/9/2014,,,closed
UNH,1/7/2014,74.94,76.51,2.10%
UNH,1/5/2014,,,closed
UNH,1/13/2014,74.67,73.94,-0.98%
UNH,1/14/2014,74.05,74.02,-0.04%
UNH,1/17/2014,73.12,72.52,-0.82%
UNH,1/17/2014,73.12,72.52,-0.82%
UNH,1/16/2014,74.13,72.76,-1.85%
UNH,1/22/2014,73.825,73.4,-0.58%
UNH,1/23/2014,72.7,73.2,0.69%
UNH,1/31/2014,71.87,72.28,0.57%
UNH,2/11/2014,69.76,70.62,1.23%
UNH,2/13/2014,70.13,71.21,1.54%
UNH,2/14/2014,71.16,73.52,3.32%
UNH,2/19/2014,73.55,73.55,0.00%
UNH,2/21/2014,73.43,73.81,0.52%
UNH,3/1/2014,,,closed
UNH,3/4/2014,77.74,78.13,0.50%
UNH,3/13/2014,77.76,77.01,-0.96%
UNH,3/12/2014,77.28,77.6,0.41%
UNH,3/17/2014,76.14,76.76,0.81%
UNH,3/24/2014,81.65,81.28,-0.45%
UNH,3/27/2014,81.58,81.02,-0.69%
UNH,4/10/2014,81.42,79.99,-1.76%
UNH,4/11/2014,79.77,78.95,-1.03%
UNH,4/13/2014,,,closed
UNH,4/16/2014,79.49,78.19,-1.64%
UNH,4/17/2014,75.44,75.78,0.45%
UNH,4/17/2014,75.44,75.78,0.45%
UNH,4/17/2014,75.44,75.78,0.45%
UNH,4/18/2014,,,closed
UNH,4/22/2014,75.19,75.76,0.76%
UNH,4/24/2014,76.15,76.59,0.58%
UNH,4/25/2014,76.57,75.66,-1.19%
UNH,4/29/2014,75.95,75.2,-0.99%
UNH,5/2/2014,74.68,75.03,0.47%
UNH,5/5/2014,74.83,75.23,0.53%
UNH,5/16/2014,76.35,76.65,0.39%
UNH,5/23/2014,78.65,78.77,0.15%
UNH,6/2/2014,79.77,79.47,-0.38%
UNH,6/4/2014,79.73,80.51,0.98%
UNH,6/4/2014,79.73,80.51,0.98%
UNH,6/5/2014,80.48,79.8,-0.84%
UNH,6/18/2014,78.17,79.21,1.33%
UNH,6/20/2014,80.83,81.41,0.72%
UNH,6/23/2014,81.39,81.49,0.12%
UNH,6/24/2014,81.43,81.74,0.38%
UNH,6/26/2014,82.48,82.29,-0.23%
UNH,7/3/2014,82.59,83.35,0.92%
UNH,7/11/2014,81.92,82.87,1.16%
UNH,7/15/2014,84.04,83.9,-0.17%
UNH,7/16/2014,84.07,83.76,-0.37%
UNH,7/18/2014,85.47,85.52,0.06%
UNH,7/17/2014,84.25,85.11,1.02%
UNH,7/18/2014,85.47,85.52,0.06%
UNH,7/19/2014,,,closed
UNH,7/21/2014,85.22,85.06,-0.19%
UNH,7/21/2014,85.22,85.06,-0.19%
UNH,7/22/2014,85.52,86.05,0.62%
UNH,7/23/2014,86.31,85.94,-0.43%
UNH,8/2/2014,,,closed
UNH,8/8/2014,79.41,80.12,0.89%
UNH,8/8/2014,79.41,80.12,0.89%
UNH,8/9/2014,,,closed
UNH,8/13/2014,80.62,81.51,1.10%
UNH,1/10/2015,,,closed
UNH,8/29/2014,86.75,86.68,-0.08%
UNH,9/9/2014,88,88.56,0.64%
UNH,9/22/2014,87.8,87.77,-0.03%
UNH,9/23/2014,87.32,86.59,-0.84%
UNH,9/25/2014,87.79,86.18,-1.83%
UNH,9/30/2014,86.68,86.25,-0.50%
UNH,10/7/2014,84.9,84.19,-0.84%
UNH,10/8/2014,84.29,86.62,2.76%
UNH,10/15/2014,82.17,82.16,-0.01%
UNH,10/16/2014,84.76,85.39,0.74%
UNH,10/20/2014,88.24,88.54,0.34%
UNH,10/22/2014,91.44,89.77,-1.83%
UNH,10/30/2014,92.56,93.88,1.43%
UNH,11/7/2014,95.5,93.61,-1.98%
UNH,11/12/2014,95.23,95.68,0.47%
UNH,11/13/2014,95.64,95.9,0.27%
UNH,11/26/2014,97.99,98.11,0.12%
UNH,11/30/2014,,,closed
UNH,12/2/2014,99,99.83,0.84%
UNH,12/1/2014,98.75,99.06,0.31%
UNH,12/2/2014,99,99.83,0.84%
UNH,12/4/2014,100.84,99.67,-1.16%
UNH,12/12/2014,99.58,98.76,-0.82%
UNH,12/13/2014,,,closed
UNH,12/15/2014,98.8,98.27,-0.54%
UNH,12/23/2014,103.72,102.85,-0.84%
UNH,1/7/2015,98.96,99.93,0.98%
UNH,1/8/2015,101.57,104.7,3.08%
UNH,3/4/2015,112.25,113.82,1.40%
UNH,2/3/2015,107.35,107.81,0.43%
UNH,2/11/2015,108.73,109.85,1.03%
UNH,2/6/2015,108.59,107.6,-0.91%
UNH,2/8/2015,,,closed
UNH,2/17/2015,109.34,109.76,0.38%
2015-04-26T22:16:43.038-0400 E QUERY    Error: error hasNext: false,1/0/0,,,closed
    at Error (<anonymous>),1/0/0,,,closed
    at DBQuery.next (src/mongo/shell/query.js:255:15),1/0/0,,,closed
    at unh.js:10:11 at src/mongo/shell/query.js:255,1/0/0,,,closed
failed to load: unh.js,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,1/0/0,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
,,,,Closed
